Geneid,Genesymbol,Genetype,LNCAP_Hypoxia_S1,LNCAP_Hypoxia_S2,LNCAP_Normoxia_S1,LNCAP_Normoxia_S2,PC3_Hypoxia_S1,PC3_Hypoxia_S2,PC3_Normoxia_S1,PC3_Normoxia_S2
ENSG00000189369,GSPT2,protein_coding,794,947,1043,1169,765,259,248,762
ENSG00000189376,C8orf76,protein_coding,30,33,55,47,80,26,27,106
ENSG00000189377,CXCL17,protein_coding,0,2,4,4,0,0,0,0
ENSG00000189403,HMGB1,protein_coding,3798,4497,4889,5254,1866,555,602,1438
ENSG00000189409,MMP23B,protein_coding,6,4,5,3,3,2,3,4
ENSG00000189410,SH2D5,protein_coding,1,0,3,5,20,10,27,70
ENSG00000189420,ZFP92,protein_coding,0,1,0,0,30,6,12,52
ENSG00000189431,RASSF10,protein_coding,0,0,0,0,2,1,1,4
ENSG00000196071,OR2L13,protein_coding,0,0,0,0,5,0,1,4
ENSG00000196072,BLOC1S2,protein_coding,986,1203,1172,1467,382,133,148,370
ENSG00000196074,SYCP2,protein_coding,98,95,45,46,167,55,70,207
ENSG00000196081,ZNF724,protein_coding,132,170,166,109,80,26,33,67
ENSG00000196083,IL1RAP,protein_coding,319,373,431,475,1034,318,206,610
ENSG00000196090,PTPRT,protein_coding,0,1,1,0,0,0,0,0
ENSG00000196091,MYBPC1,protein_coding,2281,2563,348,349,2,0,0,0
ENSG00000196092,PAX5,protein_coding,1,2,1,2,2,0,1,1
ENSG00000196104,SPOCK3,protein_coding,0,0,0,0,7,1,2,7
ENSG00000196109,ZNF676,protein_coding,438,494,403,372,0,0,0,0
ENSG00000196110,ZNF699,protein_coding,251,324,270,230,296,114,135,346
ENSG00000196116,TDRD7,protein_coding,625,724,707,867,818,236,204,593
ENSG00000196118,CFAP119,protein_coding,211,228,107,155,33,11,11,44
ENSG00000196119,OR8A1,protein_coding,23,15,32,23,4,2,5,7
ENSG00000196123,MATCAP1,protein_coding,2888,3002,1842,2401,172,66,58,155
ENSG00000196126,HLA-DRB1,protein_coding,4,7,6,2,8,0,3,11
ENSG00000196131,VN1R2,protein_coding,0,1,0,1,0,0,0,0
ENSG00000196132,MYT1,protein_coding,440,485,373,580,73,14,38,96
ENSG00000196136,SERPINA3,protein_coding,1,0,2,1,0,0,1,1
ENSG00000196139,AKR1C3,protein_coding,239,245,12,30,139,39,24,78
ENSG00000196141,SPATS2L,protein_coding,1035,1207,2340,2615,3888,1351,1540,4550
ENSG00000196150,ZNF250,protein_coding,605,651,313,377,449,167,177,427
ENSG00000196151,WDSUB1,protein_coding,134,176,160,213,140,47,55,173
ENSG00000196152,ZNF79,protein_coding,294,395,310,379,111,49,52,131
ENSG00000196154,S100A4,protein_coding,76,85,8,8,119,14,19,58
ENSG00000196155,PLEKHG4,protein_coding,450,542,373,470,669,239,289,711
ENSG00000196159,FAT4,protein_coding,7,4,0,0,220,62,38,75
ENSG00000196169,KIF19,protein_coding,0,0,0,1,1,0,0,1
ENSG00000196172,ZNF681,protein_coding,383,507,422,386,49,19,21,61
ENSG00000196177,ACADSB,protein_coding,6954,8043,5930,5515,835,277,296,834
ENSG00000196182,STK40,protein_coding,2102,2225,1828,2796,1072,371,366,969
ENSG00000196187,TMEM63A,protein_coding,2004,2025,1009,1193,634,217,240,585
ENSG00000196188,CTSE,protein_coding,1,4,9,5,8,2,4,9
ENSG00000196189,SEMA4A,protein_coding,1659,1820,1432,1945,1,1,0,3
ENSG00000196196,HRCT1,protein_coding,18,16,3,11,28,16,3,19
ENSG00000196199,MPHOSPH8,protein_coding,3610,4110,4331,4988,123,38,74,196
ENSG00000196208,GREB1,protein_coding,2744,3551,1621,1792,13,4,12,18
ENSG00000196209,SIRPB2,protein_coding,1,0,0,1,3,3,2,3
ENSG00000196214,ZNF766,protein_coding,1915,2222,2200,2265,587,222,233,677
ENSG00000196218,RYR1,protein_coding,14,17,9,12,1,0,0,0
ENSG00000196220,SRGAP3,protein_coding,238,298,483,577,97,52,38,116
ENSG00000196227,FAM217B,protein_coding,401,492,736,903,489,154,202,595
ENSG00000196230,TUBB,protein_coding,46187,51861,37363,45127,33931,12036,15166,40466
ENSG00000196233,LCOR,protein_coding,3684,4245,3036,3095,1957,602,555,1636
ENSG00000196235,SUPT5H,protein_coding,8272,9689,7534,10084,273,94,99,261
ENSG00000196236,XPNPEP3,protein_coding,1899,2062,2436,2829,2285,769,877,2363
ENSG00000196247,ZNF107,protein_coding,2689,3187,2293,2118,663,266,247,651
ENSG00000196248,OR10S1,protein_coding,0,0,1,1,0,0,0,0
ENSG00000196260,SFTA2,protein_coding,6,10,7,12,0,0,0,1
ENSG00000196262,PPIA,protein_coding,25966,28916,28497,39133,2400,772,1012,2260
ENSG00000196263,ZNF471,protein_coding,1487,1640,1676,1926,13,8,3,16
ENSG00000196267,ZNF836,protein_coding,377,513,312,378,93,33,20,49
ENSG00000196268,ZNF493,protein_coding,866,1042,1270,1209,11,10,10,22
ENSG00000196275,GTF2IRD2,protein_coding,20,24,19,26,3,0,1,2
ENSG00000196277,GRM7,protein_coding,0,0,0,1,1,0,0,0
ENSG00000196284,SUPT3H,protein_coding,170,234,333,400,368,131,151,353
ENSG00000196290,NIF3L1,protein_coding,1362,1562,1198,1511,549,222,254,700
ENSG00000196296,ATP2A1,protein_coding,94,110,62,81,11,2,7,13
ENSG00000196305,IARS1,protein_coding,8352,9687,14967,16820,4393,1467,1843,4915
ENSG00000196313,POM121,protein_coding,3094,3357,2402,3399,308,107,105,290
ENSG00000196323,ZBTB44,protein_coding,2836,3275,2329,2367,1546,529,414,1237
ENSG00000196329,GIMAP5,protein_coding,0,0,0,3,2,0,0,0
ENSG00000196335,STK31,protein_coding,5,6,3,2,2,1,2,3
ENSG00000196337,CGB7,protein_coding,6,6,1,2,1,1,1,2
ENSG00000196338,NLGN3,protein_coding,446,409,199,245,27,8,5,24
ENSG00000196341,OR8D1,protein_coding,0,0,0,0,0,0,1,3
ENSG00000196344,ADH7,protein_coding,1,0,4,14,0,0,0,0
ENSG00000196350,ZNF729,protein_coding,86,123,100,83,2,0,0,0
ENSG00000196352,CD55,protein_coding,82,142,115,208,6190,2150,1651,5015
ENSG00000196353,CPNE4,protein_coding,3,0,5,9,1,1,0,4
ENSG00000196357,ZNF565,protein_coding,101,122,149,122,46,17,16,47
ENSG00000196358,NTNG2,protein_coding,5,13,7,6,230,82,60,177
ENSG00000196361,ELAVL3,protein_coding,8,9,4,3,0,0,1,1
ENSG00000196363,WDR5,protein_coding,2398,2854,2652,3285,474,197,205,549
ENSG00000196365,LONP1,protein_coding,10096,11629,8120,10642,373,105,142,361
ENSG00000196367,TRRAP,protein_coding,4325,5049,3682,4162,1070,330,379,984
ENSG00000196368,NUDT11,protein_coding,383,353,250,323,363,140,128,408
ENSG00000196369,SRGAP2B,protein_coding,89,153,104,118,64,22,35,97
ENSG00000196371,FUT4,protein_coding,71,65,50,64,85,28,34,94
ENSG00000196372,ASB13,protein_coding,554,595,396,711,316,130,171,442
ENSG00000196376,SLC35F1,protein_coding,30,50,25,49,58,14,17,57
ENSG00000196378,ZNF34,protein_coding,215,237,206,278,113,57,68,135
ENSG00000196387,ZNF140,protein_coding,844,1084,933,902,1,0,1,0
ENSG00000196388,INCA1,protein_coding,56,36,38,58,8,3,4,13
ENSG00000196391,ZNF774,protein_coding,260,229,236,271,143,55,80,182
ENSG00000196396,PTPN1,protein_coding,1797,2136,2106,2350,799,261,327,809
ENSG00000196405,EVL,protein_coding,1661,1962,976,1400,40,14,22,73
ENSG00000196408,NOXO1,protein_coding,4,2,2,6,7,1,4,7
ENSG00000196411,EPHB4,protein_coding,1693,2003,1100,1621,1229,440,505,1347
ENSG00000196415,PRTN3,protein_coding,3,8,1,1,0,5,1,2
ENSG00000196417,ZNF765,protein_coding,592,723,822,830,816,283,397,833
ENSG00000196418,ZNF124,protein_coding,544,585,457,401,681,232,236,584
ENSG00000196419,XRCC6,protein_coding,21240,26272,25758,27624,7630,2419,2665,7400
ENSG00000196420,S100A5,protein_coding,0,0,0,0,16,2,8,16
ENSG00000196421,C20orf204,protein_coding,78,92,101,87,6,6,4,18
ENSG00000196422,PPP1R26,protein_coding,946,1075,833,1169,118,48,62,164
ENSG00000196428,TSC22D2,protein_coding,1249,1485,1179,1359,2284,762,490,1397
ENSG00000196436,NPIPB15,protein_coding,2,3,2,4,0,0,0,0
ENSG00000196437,ZNF569,protein_coding,695,777,886,858,102,52,67,136
ENSG00000196440,ARMCX4,protein_coding,197,296,186,270,4,0,3,21
ENSG00000196449,YRDC,protein_coding,528,580,555,661,343,107,173,437
ENSG00000196453,ZNF777,protein_coding,1519,1590,1236,1650,200,99,140,331
ENSG00000196455,PIK3R4,protein_coding,1387,1660,1871,1823,186,61,122,306
ENSG00000196456,ZNF775,protein_coding,97,110,95,210,57,21,20,51
ENSG00000196458,ZNF605,protein_coding,3151,3661,3576,3572,397,112,148,449
ENSG00000196459,TRAPPC2,protein_coding,437,487,510,546,244,83,62,210
ENSG00000196460,RFX8,protein_coding,0,0,0,1,37,12,4,13
ENSG00000196465,MYL6B,protein_coding,1514,1782,1005,2085,799,284,390,935
ENSG00000196466,ZNF799,protein_coding,149,176,152,185,117,65,60,137
ENSG00000196470,SIAH1,protein_coding,825,872,719,941,271,123,88,234
ENSG00000196476,C20orf96,protein_coding,1774,1739,708,926,182,78,61,214
ENSG00000196482,ESRRG,protein_coding,25,20,54,32,107,44,70,227
ENSG00000196497,IPO4,protein_coding,28,23,26,40,40,9,13,39
ENSG00000196498,NCOR2,protein_coding,6929,7255,5444,7790,1699,665,854,2099
ENSG00000196502,SULT1A1,protein_coding,1125,1232,1115,1439,14,5,14,26
ENSG00000196503,ARL9,protein_coding,2,3,2,3,24,3,11,33
ENSG00000196504,PRPF40A,protein_coding,11215,12448,11231,11080,7255,2312,2198,6382
ENSG00000196505,GDAP2,protein_coding,1729,2073,1479,1654,2853,920,930,2747
ENSG00000196507,TCEAL3,protein_coding,1802,1740,1230,1931,122,26,39,84
ENSG00000196510,ANAPC7,protein_coding,2697,3357,3457,4036,732,267,388,984
ENSG00000196511,TPK1,protein_coding,23,32,82,108,46,20,27,84
ENSG00000196517,SLC6A9,protein_coding,795,809,683,1145,392,99,122,247
ENSG00000196526,AFAP1,protein_coding,967,941,699,695,871,276,263,660
ENSG00000196531,NACA,protein_coding,15963,18755,20197,24063,403,155,182,532
ENSG00000196535,MYO18A,protein_coding,2188,2419,2407,3152,76,19,55,166
ENSG00000196542,SPTSSB,protein_coding,7,14,7,6,11,3,6,19
ENSG00000196544,BORCS6,protein_coding,199,244,142,297,42,17,28,70
ENSG00000196547,MAN2A2,protein_coding,1824,1949,1672,2120,312,96,129,301
ENSG00000196549,MME,protein_coding,25923,29404,31541,32166,690,305,226,509
ENSG00000196550,FAM72A,protein_coding,185,181,303,289,158,47,81,231
ENSG00000196557,CACNA1H,protein_coding,1472,1690,1290,1634,144,44,90,225
ENSG00000196562,SULF2,protein_coding,42,44,58,61,1004,329,422,1129
ENSG00000196569,LAMA2,protein_coding,4,2,9,4,58,28,30,72
ENSG00000196576,PLXNB2,protein_coding,8699,9846,7271,10219,1147,430,419,924
ENSG00000196584,XRCC2,protein_coding,1386,1573,2173,2151,1239,395,572,1558
ENSG00000196586,MYO6,protein_coding,28173,33269,37694,38771,778,286,222,648
ENSG00000196588,MRTFA,protein_coding,949,1046,609,926,377,124,75,158
ENSG00000196591,HDAC2,protein_coding,12648,14888,12738,14262,626,216,250,714
ENSG00000196597,ZNF782,protein_coding,418,635,781,785,318,108,130,352
ENSG00000196604,POTEF,protein_coding,46,73,41,64,0,0,0,0
ENSG00000196605,ZNF846,protein_coding,113,122,159,142,47,18,19,59
ENSG00000196611,MMP1,protein_coding,1,0,2,0,18,2,4,9
ENSG00000196616,ADH1B,protein_coding,0,2,2,9,0,0,0,0
ENSG00000196620,UGT2B15,protein_coding,2738,3346,6518,5888,0,0,0,0
ENSG00000196628,TCF4,protein_coding,143,178,185,204,626,206,205,603
ENSG00000196632,WNK3,protein_coding,375,415,403,412,203,60,66,162
ENSG00000196636,SDHAF3,protein_coding,675,748,894,1027,326,119,188,456
ENSG00000196639,HRH1,protein_coding,7,10,9,27,340,108,115,326
ENSG00000196642,RABL6,protein_coding,5878,6398,3337,4821,541,177,322,777
ENSG00000196646,ZNF136,protein_coding,368,450,479,371,438,121,156,400
ENSG00000196652,ZKSCAN5,protein_coding,798,1006,828,1046,433,136,157,472
ENSG00000196653,ZNF502,protein_coding,246,301,345,347,0,0,0,0
ENSG00000196655,TRAPPC4,protein_coding,685,836,1026,1587,242,86,135,286
ENSG00000196659,IFT70B,protein_coding,504,604,496,504,86,27,43,101
ENSG00000196660,SLC30A10,protein_coding,22,24,44,45,0,0,1,1
ENSG00000196663,TECPR2,protein_coding,660,670,670,972,218,67,121,372
ENSG00000196664,TLR7,protein_coding,6,5,3,8,0,0,0,0
ENSG00000196670,ZFP62,protein_coding,3582,3690,3056,3495,851,358,366,966
ENSG00000196678,ERI2,protein_coding,2760,3240,3436,3266,470,204,203,500
ENSG00000196683,TOMM7,protein_coding,2376,2556,3201,6008,862,289,349,869
ENSG00000196684,HSH2D,protein_coding,389,453,285,438,21,6,7,17
ENSG00000196689,TRPV1,protein_coding,140,153,124,222,21,6,15,27
ENSG00000196693,ZNF33B,protein_coding,3468,3965,3541,3369,1200,469,324,924
ENSG00000196700,ZNF512B,protein_coding,1398,1667,1264,2032,516,161,283,683
ENSG00000196704,AMZ2,protein_coding,7053,7674,7903,9263,4468,1619,1701,5015
ENSG00000196705,ZNF431,protein_coding,1227,1540,1324,1280,487,153,191,545
ENSG00000196712,NF1,protein_coding,3986,4618,3584,3895,3653,1190,1117,3212
ENSG00000196715,VKORC1L1,protein_coding,2821,3150,3874,4239,744,253,365,1061
ENSG00000196724,ZNF418,protein_coding,458,484,437,485,4,0,2,10
ENSG00000196730,DAPK1,protein_coding,50,58,87,98,62,17,28,76
ENSG00000196734,LCE1B,protein_coding,1,1,2,3,0,0,0,0
ENSG00000196735,HLA-DQA1,protein_coding,0,0,0,0,4,1,0,2
ENSG00000196739,COL27A1,protein_coding,197,184,155,223,326,135,153,417
ENSG00000196743,GM2A,protein_coding,1298,1489,2040,2890,4080,1406,1283,3645
ENSG00000196747,H2AC13,protein_coding,70,88,135,145,526,215,285,806
ENSG00000196748,CLPSL2,protein_coding,0,0,0,0,1,1,1,2
ENSG00000196754,S100A2,protein_coding,62,75,31,40,1029,294,192,504
ENSG00000196757,ZNF700,protein_coding,339,406,389,413,241,92,114,263
ENSG00000196776,CD47,protein_coding,1880,2058,2099,2348,3458,1279,1196,3304
ENSG00000196781,TLE1,protein_coding,1136,1535,1316,1518,413,155,140,358
ENSG00000196782,MAML3,protein_coding,1790,2014,1324,1534,363,126,130,320
ENSG00000196787,H2AC11,protein_coding,473,535,872,911,3850,1586,2298,5299
ENSG00000196792,STRN3,protein_coding,3609,4063,3305,3393,884,291,281,799
ENSG00000196793,ZNF239,protein_coding,1425,1734,2683,2919,313,84,179,467
ENSG00000196812,ZSCAN16,protein_coding,855,861,645,799,165,55,47,177
ENSG00000196814,MVB12B,protein_coding,422,536,347,524,112,41,82,133
ENSG00000196821,ILRUN,protein_coding,2728,3250,2233,3209,688,181,260,699
ENSG00000196834,POTEI,protein_coding,63,74,66,90,0,0,0,0
ENSG00000196839,ADA,protein_coding,279,276,353,439,355,153,241,703
ENSG00000196843,ARID5A,protein_coding,1315,1464,699,1126,304,118,67,164
ENSG00000196844,PATE2,protein_coding,44,39,79,63,1,0,0,3
ENSG00000196850,PPTC7,protein_coding,2528,3125,2070,2225,1130,343,285,900
ENSG00000196862,RGPD4,protein_coding,0,4,5,0,1,1,0,0
ENSG00000196865,NHLRC2,protein_coding,1838,2128,2111,2030,746,238,309,1059
ENSG00000196866,H2AC7,protein_coding,0,0,0,0,0,1,0,1
ENSG00000196867,ZFP28,protein_coding,1113,1160,710,759,0,0,0,0
ENSG00000196872,CRACDL,protein_coding,5,5,32,43,4,1,4,11
ENSG00000196873,ZNG1C,protein_coding,17,15,20,24,13,6,10,16
ENSG00000196876,SCN8A,protein_coding,47,47,65,62,543,210,237,590
ENSG00000196878,LAMB3,protein_coding,98,118,62,86,10117,3778,2278,5981
ENSG00000196890,H2BC26,protein_coding,44,72,136,123,157,62,76,198
ENSG00000196900,SPMIP10,protein_coding,3,2,1,0,0,0,1,0
ENSG00000196911,KPNA5,protein_coding,633,727,503,462,455,124,118,365
ENSG00000196912,ANKRD36B,protein_coding,81,86,87,91,110,36,41,89
ENSG00000196914,ARHGEF12,protein_coding,8542,9667,7103,7227,2251,720,843,2393
ENSG00000196917,HCAR1,protein_coding,3,2,4,2,110,47,87,247
ENSG00000196923,PDLIM7,protein_coding,878,929,536,763,2105,796,770,2022
ENSG00000196924,FLNA,protein_coding,11343,13049,6783,8799,15953,5767,4405,10957
ENSG00000196935,SRGAP1,protein_coding,848,970,588,795,1705,568,599,1715
ENSG00000196937,FAM3C,protein_coding,418,465,795,769,428,177,136,423
ENSG00000196943,NOP9,protein_coding,2988,3573,2894,3955,1076,342,569,1568
ENSG00000196950,SLC39A10,protein_coding,3248,3812,2667,2736,5517,1690,1676,4797
ENSG00000196954,CASP4,protein_coding,415,554,914,1222,789,267,391,1043
ENSG00000196961,AP2A1,protein_coding,2787,3295,2507,3106,1804,690,671,1673
ENSG00000196967,ZNF585A,protein_coding,669,627,558,552,0,0,2,1
ENSG00000196968,FUT11,protein_coding,4585,5061,723,867,7487,2595,638,1578
ENSG00000196972,SMIM10L2B,protein_coding,158,166,101,154,8,2,5,11
ENSG00000196975,ANXA4,protein_coding,1725,1972,2677,3087,109,35,36,196
ENSG00000196976,LAGE3,protein_coding,207,258,266,496,105,59,68,156
ENSG00000196981,WDR5B,protein_coding,955,1066,1658,1746,386,144,202,591
ENSG00000196990,FAM163B,protein_coding,4,2,4,9,0,0,0,0
ENSG00000196993,NPIPB9,protein_coding,1,1,1,1,0,0,0,0
ENSG00000196998,WDR45,protein_coding,608,803,669,934,162,55,58,140
ENSG00000197006,METTL9,protein_coding,2967,3325,2423,2775,1792,598,647,1781
ENSG00000197008,ZNF138,protein_coding,1072,1107,1166,1092,386,160,145,407
ENSG00000197013,ZNF429,protein_coding,1386,1605,1499,1663,4,5,3,13
ENSG00000197016,ZNF470,protein_coding,2988,3570,1239,1209,1,0,0,3
ENSG00000197019,SERTAD1,protein_coding,59,106,62,132,111,43,24,58
ENSG00000197020,ZNF100,protein_coding,1251,1397,1070,1043,6,9,4,13
ENSG00000197021,EOLA2,protein_coding,360,381,277,421,85,41,34,109
ENSG00000197024,ZNF398,protein_coding,1306,1553,1144,1277,596,188,209,540
ENSG00000197037,ZSCAN25,protein_coding,624,704,541,679,230,91,111,293
ENSG00000197043,ANXA6,protein_coding,4993,5830,7637,10275,6696,2226,2658,6958
ENSG00000197044,ZNF441,protein_coding,814,917,1330,1481,88,36,68,223
ENSG00000197045,GMFB,protein_coding,4469,4890,4604,4784,2992,1117,1007,2868
ENSG00000197046,SIGLEC15,protein_coding,0,1,1,2,26,11,4,22
ENSG00000197050,ZNF420,protein_coding,987,1123,782,811,38,6,13,37
ENSG00000197054,ZNF763,protein_coding,9,26,45,54,16,5,3,13
ENSG00000197056,ZMYM1,protein_coding,812,973,1035,1019,596,191,196,613
ENSG00000197057,DTHD1,protein_coding,0,0,0,1,2,0,0,1
ENSG00000197061,H4C3,protein_coding,4,4,4,5,2558,987,960,3112
ENSG00000197062,ZSCAN26,protein_coding,289,305,283,391,637,224,283,815
ENSG00000197063,MAFG,protein_coding,859,999,705,863,381,104,135,363
ENSG00000197070,ARRDC1,protein_coding,1044,1359,794,1256,85,31,41,109
ENSG00000197077,KIAA1671,protein_coding,4047,4930,3751,4504,545,167,266,630
ENSG00000197081,IGF2R,protein_coding,9331,11578,12637,14288,620,179,270,769
ENSG00000197093,GAL3ST4,protein_coding,157,111,30,57,41,9,20,54
ENSG00000197102,DYNC1H1,protein_coding,19250,23241,14379,17460,2074,614,652,2005
ENSG00000197106,SLC6A17,protein_coding,78,112,67,158,0,0,0,0
ENSG00000197110,IFNL3,protein_coding,2,5,5,8,0,0,0,0
ENSG00000197111,PCBP2,protein_coding,5083,5622,4147,5597,1309,405,487,1207
ENSG00000197114,ZGPAT,protein_coding,133,143,84,116,101,29,38,80
ENSG00000197119,SLC25A29,protein_coding,2908,3031,1176,1493,155,60,135,352
ENSG00000197121,PGAP1,protein_coding,335,399,379,372,638,209,248,632
ENSG00000197122,SRC,protein_coding,2348,2649,1542,2069,2149,751,470,1209
ENSG00000197123,ZNF679,protein_coding,21,26,24,24,0,0,0,1
ENSG00000197124,ZNF682,protein_coding,831,979,1162,1158,28,13,11,32
ENSG00000197128,ZNF772,protein_coding,1452,1718,1476,1515,238,91,79,265
ENSG00000197134,ZNF257,protein_coding,178,208,211,192,0,0,0,0
ENSG00000197136,PCNX3,protein_coding,2096,2557,1733,2433,1402,508,416,1116
ENSG00000197140,ADAM32,protein_coding,32,48,10,21,50,11,1,17
ENSG00000197142,ACSL5,protein_coding,23,26,58,66,17,9,16,33
ENSG00000197147,LRRC8B,protein_coding,1072,1224,1582,1607,641,228,351,941
ENSG00000197150,ABCB8,protein_coding,798,885,790,1077,371,151,182,473
ENSG00000197153,H3C12,protein_coding,11,11,19,10,4,2,2,3
ENSG00000197157,SND1,protein_coding,7401,8332,9602,12434,1735,507,699,1869
ENSG00000197162,ZNF785,protein_coding,322,408,424,476,58,27,58,143
ENSG00000197165,SULT1A2,protein_coding,9,13,14,12,0,0,1,0
ENSG00000197168,NEK5,protein_coding,13,29,35,26,4,0,3,7
ENSG00000197170,PSMD12,protein_coding,4668,5376,5341,5732,4805,1577,1439,4012
ENSG00000197172,MAGEA6,protein_coding,2092,2512,2388,3125,0,0,0,0
ENSG00000197181,PIWIL2,protein_coding,5,2,7,8,8,1,2,17
ENSG00000197183,NOL4L,protein_coding,838,927,416,597,1293,386,331,958
ENSG00000197191,CYSRT1,protein_coding,75,105,43,113,7,1,5,10
ENSG00000197208,SLC22A4,protein_coding,2,4,2,8,60,28,19,46
ENSG00000197213,ZSCAN5B,protein_coding,2,2,0,1,0,0,0,0
ENSG00000197217,ENTPD4,protein_coding,3553,4018,2553,2975,1506,527,587,1536
ENSG00000197223,C1D,protein_coding,274,262,262,339,118,37,39,128
ENSG00000197226,TBC1D9B,protein_coding,7422,8384,4854,6574,1737,651,460,1129
ENSG00000197238,H4C11,protein_coding,2,2,2,16,4,6,4,20
ENSG00000197245,FAM110D,protein_coding,0,0,1,2,1,0,1,3
ENSG00000197249,SERPINA1,protein_coding,59,67,68,53,2754,1040,899,2615
ENSG00000197256,KANK2,protein_coding,2685,3030,2193,2561,123,47,114,278
ENSG00000197261,C6orf141,protein_coding,0,0,1,1,465,155,141,369
ENSG00000197265,GTF2E2,protein_coding,2206,2592,3005,3997,834,246,309,810
ENSG00000197272,IL27,protein_coding,3,3,4,0,0,0,0,0
ENSG00000197273,GUCA2A,protein_coding,1,1,0,0,0,0,0,0
ENSG00000197275,RAD54B,protein_coding,220,278,115,137,136,33,50,142
ENSG00000197279,ZNF165,protein_coding,420,522,441,447,120,55,50,113
ENSG00000197283,SYNGAP1,protein_coding,2396,2764,1408,1553,345,126,119,362
ENSG00000197296,FITM2,protein_coding,755,927,937,1238,440,173,221,608
ENSG00000197299,BLM,protein_coding,299,395,492,496,719,264,316,948
ENSG00000197302,KRBOX5,protein_coding,1624,1890,1495,1486,222,70,61,215
ENSG00000197309,OR10D3,protein_coding,0,1,2,0,14,4,12,33
ENSG00000197312,DDI2,protein_coding,3191,3670,4145,4497,264,97,88,283
ENSG00000197321,SVIL,protein_coding,413,441,484,582,807,261,285,724
ENSG00000197323,TRIM33,protein_coding,5544,6343,5427,5434,2026,621,675,1777
ENSG00000197324,LRP10,protein_coding,2042,2213,1712,2386,3487,1355,770,2109
ENSG00000197329,PELI1,protein_coding,615,667,321,387,180,67,58,154
ENSG00000197343,ZNF655,protein_coding,2,2,2,5,7,4,2,4
ENSG00000197345,MRPL21,protein_coding,1297,1515,1892,2180,894,300,461,1212
ENSG00000197355,UAP1L1,protein_coding,1281,1480,772,1072,116,51,46,84
ENSG00000197360,ZNF98,protein_coding,9,22,11,18,0,0,0,0
ENSG00000197361,FBXL22,protein_coding,60,67,174,231,2,1,1,5
ENSG00000197362,ZNF786,protein_coding,340,397,407,523,70,28,57,113
ENSG00000197363,ZNF517,protein_coding,73,87,57,159,23,9,14,46
ENSG00000197372,ZNF675,protein_coding,1426,1630,1533,1486,159,57,77,219
ENSG00000197375,SLC22A5,protein_coding,1009,1309,1187,1376,468,194,258,629
ENSG00000197380,DACT3,protein_coding,92,76,53,119,44,12,18,48
ENSG00000197381,ADARB1,protein_coding,1511,1724,1023,1293,366,127,182,510
ENSG00000197385,ZNF860,protein_coding,69,60,43,63,553,213,150,428
ENSG00000197386,HTT,protein_coding,4280,5035,3825,4467,1538,505,565,1331
ENSG00000197405,C5AR1,protein_coding,4,5,8,9,13,9,6,25
ENSG00000197406,DIO3,protein_coding,413,455,274,357,20,7,18,39
ENSG00000197408,CYP2B6,protein_coding,0,0,0,0,24,9,12,34
ENSG00000197410,DCHS2,protein_coding,0,3,0,0,145,50,45,123
ENSG00000197415,VEPH1,protein_coding,25,24,6,6,1077,338,286,906
ENSG00000197417,SHPK,protein_coding,47,50,44,72,18,11,12,32
ENSG00000197429,IPP,protein_coding,1086,1151,1469,1692,227,105,116,293
ENSG00000197430,OPALIN,protein_coding,0,2,1,0,0,0,0,0
ENSG00000197442,MAP3K5,protein_coding,1067,1393,1383,1431,114,42,59,141
ENSG00000197444,OGDHL,protein_coding,368,419,411,692,66,25,35,155
ENSG00000197448,GSTK1,protein_coding,820,923,1184,2052,414,197,322,740
ENSG00000197451,HNRNPAB,protein_coding,6601,8216,7841,7902,814,259,321,1035
ENSG00000197454,OR2L5,protein_coding,0,0,0,0,2,0,0,4
ENSG00000197457,STMN3,protein_coding,120,144,97,249,200,76,84,249
ENSG00000197461,PDGFA,protein_coding,206,198,213,345,452,139,55,137
ENSG00000197467,COL13A1,protein_coding,209,170,27,52,1171,383,434,1255
ENSG00000197471,SPN,protein_coding,3,0,0,0,0,0,0,1
ENSG00000197472,ZNF695,protein_coding,253,306,306,249,29,4,18,36
ENSG00000197479,PCDHB11,protein_coding,159,149,83,98,0,1,0,0
ENSG00000197483,ZNF628,protein_coding,109,142,67,136,18,9,11,35
ENSG00000197496,SLC2A10,protein_coding,156,200,61,49,395,177,142,403
ENSG00000197497,ZNF665,protein_coding,197,276,376,435,85,23,25,67
ENSG00000197498,RPF2,protein_coding,14196,16195,15337,16153,1109,361,442,1472
ENSG00000197506,SLC28A3,protein_coding,3,6,9,7,1,0,0,0
ENSG00000197520,FAM177B,protein_coding,2107,2066,189,173,21,6,0,4
ENSG00000197530,MIB2,protein_coding,1387,1456,695,1283,387,158,199,420
ENSG00000197535,MYO5A,protein_coding,1570,1794,1795,2089,1642,503,583,1507
ENSG00000197540,GZMM,protein_coding,3,1,3,6,1,1,0,0
ENSG00000197548,ATG7,protein_coding,444,557,691,913,519,184,259,639
ENSG00000197555,SIPA1L1,protein_coding,3341,3889,2055,2313,14555,5120,3920,10742
ENSG00000197557,IFT70A,protein_coding,1410,1644,777,842,133,51,33,99
ENSG00000197561,ELANE,protein_coding,7,0,1,0,1,0,0,0
ENSG00000197562,RAB40C,protein_coding,808,958,911,1270,199,79,132,320
ENSG00000197563,PIGN,protein_coding,1442,1706,2098,2028,1147,403,377,1053
ENSG00000197565,COL4A6,protein_coding,303,356,96,103,295,81,125,273
